Thu Feb 2 05:54:34 EST 2023
| ID | GPU | MEM |
------------------
|  0 |  0% |  0% |
|  1 |  0% |  0% |
numbers of X: 85745554
numbers of Z: 35096
shape of features
(35096,)
shape of features
(35096,)
ZX	Vol	Parts	Cubes	Eps
torch.Size([125588, 2])
We keep 3.90e+07/5.59e+09 =  0% of the original kernel matrix.

torch.Size([30472, 2])
We keep 3.53e+06/2.33e+08 =  1% of the original kernel matrix.

torch.Size([45598, 2])
We keep 5.82e+06/5.36e+08 =  1% of the original kernel matrix.

torch.Size([1150095, 2])
We keep 1.92e+09/3.58e+11 =  0% of the original kernel matrix.

torch.Size([290449, 2])
We keep 1.27e+08/2.10e+10 =  0% of the original kernel matrix.

torch.Size([92031, 2])
We keep 2.63e+07/2.56e+09 =  1% of the original kernel matrix.

torch.Size([78633, 2])
We keep 1.48e+07/1.78e+09 =  0% of the original kernel matrix.

torch.Size([341092, 2])
We keep 3.29e+08/3.38e+10 =  0% of the original kernel matrix.

torch.Size([154018, 2])
We keep 4.43e+07/6.45e+09 =  0% of the original kernel matrix.

torch.Size([248426, 2])
We keep 1.95e+08/1.91e+10 =  1% of the original kernel matrix.

torch.Size([129877, 2])
We keep 3.47e+07/4.85e+09 =  0% of the original kernel matrix.

torch.Size([108943, 2])
We keep 3.84e+07/3.86e+09 =  0% of the original kernel matrix.

torch.Size([84698, 2])
We keep 1.75e+07/2.18e+09 =  0% of the original kernel matrix.

torch.Size([597876, 2])
We keep 9.34e+08/1.13e+11 =  0% of the original kernel matrix.

torch.Size([206249, 2])
We keep 7.48e+07/1.18e+10 =  0% of the original kernel matrix.

torch.Size([436485, 2])
We keep 4.43e+08/6.01e+10 =  0% of the original kernel matrix.

torch.Size([176903, 2])
We keep 5.69e+07/8.61e+09 =  0% of the original kernel matrix.

torch.Size([122092, 2])
We keep 8.82e+07/5.62e+09 =  1% of the original kernel matrix.

torch.Size([87691, 2])
We keep 2.06e+07/2.63e+09 =  0% of the original kernel matrix.

torch.Size([1136036, 2])
We keep 2.05e+09/3.67e+11 =  0% of the original kernel matrix.

torch.Size([289188, 2])
We keep 1.27e+08/2.13e+10 =  0% of the original kernel matrix.

torch.Size([59867, 2])
We keep 1.15e+07/1.03e+09 =  1% of the original kernel matrix.

torch.Size([63319, 2])
We keep 9.98e+06/1.13e+09 =  0% of the original kernel matrix.

torch.Size([89360, 2])
We keep 7.73e+07/2.69e+09 =  2% of the original kernel matrix.

torch.Size([77372, 2])
We keep 1.53e+07/1.82e+09 =  0% of the original kernel matrix.

torch.Size([32302, 2])
We keep 4.13e+07/8.74e+08 =  4% of the original kernel matrix.

torch.Size([44157, 2])
We keep 9.38e+06/1.04e+09 =  0% of the original kernel matrix.

torch.Size([245676, 2])
We keep 1.15e+08/1.86e+10 =  0% of the original kernel matrix.

torch.Size([129145, 2])
We keep 3.41e+07/4.78e+09 =  0% of the original kernel matrix.

torch.Size([158605, 2])
We keep 9.85e+07/9.62e+09 =  1% of the original kernel matrix.

torch.Size([101294, 2])
We keep 2.60e+07/3.44e+09 =  0% of the original kernel matrix.

torch.Size([28160, 2])
We keep 3.02e+06/1.74e+08 =  1% of the original kernel matrix.

torch.Size([43500, 2])
We keep 5.07e+06/4.62e+08 =  1% of the original kernel matrix.

torch.Size([148204, 2])
We keep 1.45e+08/8.44e+09 =  1% of the original kernel matrix.

torch.Size([98632, 2])
We keep 2.40e+07/3.22e+09 =  0% of the original kernel matrix.

Thu Feb 2 05:58:06 EST 2023
